Modele_DPE,Version_DPE,Methode_application_DPE,Etiquette_DPE,Etiquette_GES,Type_batiment,Hauteur_sous_plafond,Conso_5_usages_finale,Conso_5_usages_m2_finale,Conso_chauffage_finale,Conso_chauffage_depensier_finale,Conso_eclairage_finale,Conso_ECS_finale,Conso_ECS_depensier_finale,Conso_refroidissement_finale,Conso_refroidissement_depensier_finale,Conso_auxiliaires_finale,Conso_5_usages_primaire,Conso_5_usages_par_m2_primaire,Conso_chauffage_primaire,Conso_chauffage_depensier_primaire,Conso_eclairage_primaire,Conso_ECS_primaire,Conso_ECS_depensier_primaire,Conso_refroidissement_primaire,Conso_refroidissement_depensier_primaire,Conso_auxiliaires_primaire,Emission_GES_5_usages,Emission_GES_5_usages_par_m2,Emission_GES_chauffage,Emission_GES_chauffage_depensier,Emission_GES_eclairage,Emission_GES_ECS,Emission_GES_ECS_depensier,Emission_GES_refroidissement,Emission_GES_refroidissement_depensier,Emission_GES_auxiliaires,Cout_chauffage_energie_num1,Cout_ECS_energie_num1,Emission_GES_5_usages_energie_num1,Type_energie_num1,Cout_total_5_usages,Cout_chauffage,Cout_chauffage_depensier,Cout_eclairage,Cout_ECS_depensier,Cout_ECS,Cout_refroidissement,Cout_refroidissement_depensier,Cout_auxiliaires,Qualite_isolation_enveloppe,Qualite_isolation_menuiseries,Qualite_isolation_murs,Ubat_W_m2_K,Appartement_non_visite_0_1,Nombre_appartement,Nombre_niveau_immeuble,Nombre_niveau_logement,Surface_habitable_immeuble,Surface_habitable_logement,Score_BAN,Cout_chauffage_energie_num2,Cout_ECS_energie_num2,Type_energie_num2,Emission_GES_5_usages_energie_num2,Qualite_isolation_plancher_bas
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3668.7,58.0,2045.7,2373.0,36.6,1463.4,2063.4,0.0,0.0,0.0,3876.1,61.3,2045.7,2373.0,84.1,2063.4,1463.4,0.0,0.0,0.0,807.4,12.8,464.4,538.7,2.5,468.4,332.2,0.0,0.0,0.0,227.5,162.7,0.0,Gaz_naturel,436.5,227.5,263.9,126.0,229.5,162.7,0.0,0.0,0.0,bonne,tres_bonne,tres_bonne,0.51,FAUX,20.0,1.0,1.0,1213.5,63.3,0.45,0.45,0.0,Electricite,2.5,tres_bonne
RT2012,2,dpe_appartement_genere_donnees_DPE_immeuble,B,B,appartement,2.5,2430.6,38.0,869.8,1009.0,120.8,1375.5,1939.5,0.0,0.0,64.5,2787.4,43.0,964.7,964.7,277.9,1396.5,1396.5,0.0,0.0,148.2,508.7,7.0,186.6,186.6,8.3,309.6,309.6,0.0,0.0,4.1,109.8,155.9,508.7,Electricite,319.4,109.8,109.8,35.1,155.9,155.9,0.0,0.0,18.7,tres_bonne,tres_bonne,tres_bonne,0.42,VRAI,20.0,1.0,1.0,1246.0,63.7,0.61,0.61,155.9,Gaz_naturel,508.7,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,3165.2,50.4,749.9,869.8,36.6,2225.9,3138.5,0.0,0.0,5.8,3411.5,54.3,749.9,869.8,84.3,3138.5,2225.9,0.0,0.0,13.4,688.3,11.0,170.2,197.5,2.5,712.4,505.3,0.0,0.0,0.4,48.0,142.4,0.0,Gaz_naturel,244.3,48.0,55.6,126.3,200.8,142.4,0.0,0.0,23.7,moyenne,tres_bonne,bonne,0.81,FAUX,67.0,1.0,1.0,3745.5,62.8,0.77,0.77,0.0,Electricite,2.9,bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1863.3,16.8,1105.0,1281.8,205.6,437.0,616.2,0.0,0.0,25.7,4285.5,38.7,2541.5,2948.1,472.9,1417.2,1005.1,0.0,0.0,59.1,137.3,1.2,87.3,101.3,14.2,40.1,28.4,0.0,0.0,1.6,327.0,129.0,21.6,Electricite,552.0,327.0,379.3,61.0,181.9,129.0,0.0,0.0,8.0,tres_bonne,bonne,tres_bonne,0.32,FAUX,1.0,1.0,1.0,110.9,110.9,0.56,0.56,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,1780.5,71.4,767.7,890.5,17.6,938.7,1323.5,0.0,0.0,4.7,1877.0,75.3,767.7,890.5,40.5,1323.5,938.7,0.0,0.0,10.8,392.3,15.7,174.3,202.2,1.2,300.4,213.1,0.0,0.0,0.3,58.9,72.0,0.0,Gaz_naturel,158.0,58.9,68.3,48.4,101.6,72.0,0.0,0.0,12.9,moyenne,tres_bonne,bonne,0.74,FAUX,23.0,1.0,1.0,1123.3,24.9,0.68,0.68,0.0,Electricite,1.5,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3726.6,60.9,2263.5,2625.7,123.4,1337.7,1886.2,0.0,0.0,2.0,3889.7,63.5,2263.5,2625.7,283.8,1337.7,1886.2,0.0,0.0,4.6,825.5,13.5,513.8,596.0,7.9,303.7,428.2,0.0,0.0,0.1,1747.1,1755.5,7149.6,Gaz_naturel,480.9,279.4,324.1,35.8,232.8,165.1,0.0,0.0,0.6,bonne,tres_bonne,moyenne,0.63,VRAI,34.53095264748685,1.0,3.0,1750.8,61.2,0.88,0.88,42.5,Electricite,125.5,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,4197.6,50.3,1908.0,2213.3,47.3,1734.9,2446.2,0.0,0.0,78.9,4918.8,59.0,1908.0,2213.3,108.9,2446.2,1734.9,0.0,0.0,181.4,123.7,1.5,45.8,53.1,3.3,58.7,41.6,0.0,0.0,5.0,61.1,55.5,0.0,Bois_Plaquettes_forestieres,277.5,61.1,70.8,163.2,78.2,55.5,0.0,0.0,271.9,bonne,tres_bonne,tres_bonne,0.61,FAUX,19.0,1.0,1.0,1298.2,83.4,0.67,0.67,0.0,Electricite,8.3,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,1861.7,45.5,532.2,617.3,76.8,1189.6,1677.3,0.0,0.0,4.5,2043.8,49.9,532.2,617.3,176.6,1677.3,1189.6,0.0,0.0,10.4,400.2,9.8,120.8,140.1,5.3,380.7,270.0,0.0,0.0,0.3,76.7,171.5,0.0,Gaz_naturel,1020.7,76.8,89.0,423.5,241.9,171.6,0.0,0.0,24.8,bonne,tres_bonne,tres_bonne,0.45,FAUX,33.0,1.0,1.0,1704.1,41.0,0.67,0.67,0.0,Electricite,5.6,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,1720.9,61.9,805.2,934.1,15.0,834.4,1176.5,0.0,0.0,0.0,1826.6,65.7,805.2,934.1,34.5,1176.5,834.4,0.0,0.0,0.0,377.7,13.6,182.8,212.0,1.0,267.1,189.4,0.0,0.0,0.0,89.6,92.8,0.0,Gaz_naturel,205.9,89.6,103.9,51.7,130.8,92.8,0.0,0.0,0.0,bonne,tres_bonne,bonne,0.59,FAUX,22.0,1.0,1.0,1090.0,27.8,0.75,0.75,0.0,Electricite,1.0,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,B,B,maison,2.5,6974.4,41.6,5628.0,6528.5,301.5,864.0,1218.2,0.0,0.0,20.1,8776.7,52.4,5680.0,6588.8,693.5,2802.0,1987.2,0.0,0.0,46.2,1360.2,8.1,1271.6,1475.1,20.8,79.2,56.2,0.0,0.0,1.3,768.0,0.0,0.0,Gaz_naturel,1215.0,781.0,906.0,97.0,393.4,279.0,0.0,0.0,6.0,tres_bonne,tres_bonne,tres_bonne,0.42,FAUX,1.0,1.0,1.0,167.5,167.5,0.83,0.83,279.0,Electricite,32.4,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,2722.1,40.5,1135.5,1317.2,131.4,1450.3,2045.0,0.0,0.0,4.9,2943.5,43.8,1155.8,1340.7,302.2,1474.3,2078.7,0.0,0.0,11.3,590.2,8.8,255.2,296.0,8.4,326.2,460.0,0.0,0.0,0.3,1311.6,1892.7,6540.5,Gaz_naturel,364.4,142.8,165.6,38.1,256.8,182.1,0.0,0.0,1.4,bonne,insuffisante,tres_bonne,0.6,VRAI,34.53095264748685,1.0,1.0,1750.8,67.3,0.41,0.41,63.5,Electricite,194.5,tres_bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,B,B,maison,2.5,38587.8,50.1,30035.0,34840.6,1458.0,6220.0,8770.2,0.0,0.0,97.2,46927.0,61.0,30035.0,34840.6,3353.4,16252.5,11526.6,0.0,0.0,223.6,5666.1,7.4,4895.7,5679.0,100.6,865.5,613.8,0.0,0.0,6.2,2364.0,168.0,0.0,Reseau_Chauffage_urbain,4393.0,2364.0,2742.2,423.0,1906.3,1352.0,0.0,0.0,28.0,tres_bonne,tres_bonne,tres_bonne,0.42,FAUX,1.0,1.0,1.0,769.7,769.7,0.57,0.57,1184.0,Electricite,156.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1485.5,24.7,858.2,995.5,33.5,379.1,534.5,0.0,0.0,18.0,3416.6,56.8,1973.9,2289.7,77.0,1229.3,871.8,0.0,0.0,41.5,108.9,1.8,67.8,78.6,2.3,34.7,24.6,0.0,0.0,1.2,258.3,114.1,3.5,Electricite,447.1,258.3,299.6,111.3,160.9,114.1,0.0,0.0,59.9,bonne,tres_bonne,tres_bonne,0.49,FAUX,34.0,1.0,1.0,1884.4,60.2,0.82,0.82,74.2,Electricite,219.6,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,2787.0,43.6,454.6,527.4,37.7,2169.9,3059.6,0.0,0.0,0.0,2998.0,46.9,454.6,527.4,86.7,3059.6,2169.9,0.0,0.0,0.0,606.8,9.5,103.2,119.7,2.6,694.5,492.6,0.0,0.0,0.0,50.6,241.3,0.0,Gaz_naturel,339.0,50.6,58.6,129.9,340.3,241.3,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.4,FAUX,31.0,1.0,1.0,1939.6,63.9,0.57,0.57,0.0,Electricite,2.6,tres_bonne
RT2012,2,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,4468.8,88.1,2749.1,3189.0,31.9,1554.6,2192.0,0.0,0.0,2.3,4743.0,93.5,2785.3,3230.9,73.4,2225.2,1578.1,0.0,0.0,5.2,981.0,19.3,619.9,719.1,2.2,493.5,350.0,0.0,0.0,0.1,302.6,170.9,0.0,Gaz_naturel,534.7,310.7,360.4,110.0,248.3,176.1,0.0,0.0,7.9,moyenne,tres_bonne,tres_bonne,0.67,FAUX,28.0,1.0,1.0,1726.6,50.8,0.46,0.46,5.2,Electricite,2.3,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3325.0,96.1,1965.4,2279.9,20.0,1260.7,1777.5,0.0,0.0,1.2,3536.2,102.2,2034.3,2359.8,45.9,1796.8,1274.3,0.0,0.0,2.9,729.5,21.1,438.3,508.4,1.4,401.1,284.5,0.0,0.0,0.1,212.7,139.0,0.0,Gaz_naturel,398.8,228.0,264.5,68.8,200.3,142.1,0.0,0.0,4.3,moyenne,tres_bonne,bonne,0.75,FAUX,52.0,1.0,1.0,2524.8,34.6,0.77,0.77,3.0,Electricite,1.5,bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,2912.8,92.0,1649.8,1913.7,60.5,1095.5,1544.6,0.0,0.0,107.0,3218.1,101.0,1731.5,1731.5,139.2,1101.3,1101.3,0.0,0.0,246.2,624.2,19.0,365.2,365.2,4.2,248.0,248.0,0.0,0.0,6.9,194.7,122.6,624.2,Gaz_naturel,365.9,194.7,194.7,17.5,122.6,122.6,0.0,0.0,31.0,tres_bonne,tres_bonne,tres_bonne,0.33,VRAI,4.0,1.0,1.0,117.2,31.6,0.6,0.6,122.6,Gaz_naturel,624.2,moyenne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,1707.1,124.0,751.2,871.4,60.2,892.2,1258.0,0.0,0.0,3.6,1790.0,130.0,751.2,871.4,138.4,892.2,1258.0,0.0,0.0,8.3,377.1,27.4,170.5,197.8,3.9,202.5,285.6,0.0,0.0,0.2,6166.4,5486.9,23786.5,Gaz_naturel,221.4,92.7,107.6,17.4,155.3,110.1,0.0,0.0,1.0,moyenne,insuffisante,tres_bonne,0.74,VRAI,40.0,1.0,4.0,1750.8,13.8,0.89,0.89,17.2,Electricite,428.2,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3042.5,57.4,1539.6,1786.0,31.3,1356.9,1913.3,0.0,0.0,0.0,3232.2,61.0,1539.6,1786.0,72.0,1913.3,1356.9,0.0,0.0,0.0,667.4,12.6,349.5,405.4,2.2,434.3,308.0,0.0,0.0,0.0,171.2,150.9,0.0,Gaz_naturel,364.5,171.2,198.6,107.9,212.8,150.9,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.42,FAUX,6.0,1.0,1.0,282.0,53.0,0.74,0.74,0.0,Electricite,2.2,tres_bonne
RE2020,1,dpe_maison_individuelle,A,A,maison,2.5,1703.3,18.0,913.7,1059.9,169.2,485.0,683.9,0.0,0.0,135.4,3917.5,42.0,2101.5,2101.5,389.2,1115.6,1115.6,0.0,0.0,311.3,124.0,1.0,72.2,72.2,11.7,31.5,31.5,0.0,0.0,8.7,276.8,147.0,124.0,Electricite,516.1,276.8,276.8,51.3,147.0,147.0,0.0,0.0,41.0,tres_bonne,tres_bonne,tres_bonne,0.24,FAUX,34.53095264748685,1.0,1.0,1750.8,92.0,0.46,0.46,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3232.0,74.2,1618.9,1877.9,87.0,1468.0,2069.9,0.0,0.0,17.4,3435.7,78.9,1626.5,1886.7,200.2,2080.6,1475.6,0.0,0.0,40.0,708.7,16.3,366.6,425.3,6.0,468.5,332.3,0.0,0.0,1.1,105.2,95.3,0.0,Gaz_naturel,229.5,106.2,123.2,16.1,135.9,96.4,0.0,0.0,3.2,moyenne,tres_bonne,bonne,0.71,FAUX,87.0,1.0,1.0,4643.9,65.2,0.65,0.65,1.1,Electricite,7.1,bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,C,C,maison,2.5,6989.6,61.3,5874.0,6813.8,225.9,805.0,1135.1,0.0,0.0,0.0,8605.1,75.4,6039.1,7005.4,519.6,2610.6,1851.5,0.0,0.0,0.0,1387.9,12.2,1314.6,1524.9,15.6,73.8,52.3,0.0,0.0,0.0,605.0,0.0,0.0,Gaz_naturel,929.0,638.0,740.1,59.0,296.1,210.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.31,FAUX,1.0,1.0,1.0,114.1,114.1,0.77,0.77,210.0,Electricite,21.0,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,2492.7,58.1,1153.2,1337.8,32.2,1229.0,1732.9,0.0,0.0,0.0,2636.3,61.4,1153.2,1337.8,74.0,1732.9,1229.0,0.0,0.0,0.0,548.3,12.8,261.8,303.7,2.2,393.4,279.0,0.0,0.0,0.0,166.3,177.2,0.0,Gaz_naturel,383.8,166.3,192.9,88.4,249.9,177.2,0.0,0.0,0.0,bonne,tres_bonne,bonne,0.56,FAUX,20.0,1.0,1.0,1344.7,42.9,0.73,0.73,0.0,Electricite,2.2,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,3293.0,37.1,1560.4,1810.1,170.0,1556.8,2195.0,0.0,0.0,5.8,3581.2,40.3,1589.2,1843.4,391.0,1587.7,2238.6,0.0,0.0,13.3,711.4,8.0,350.6,406.7,10.9,349.5,492.8,0.0,0.0,0.4,2049.3,2530.0,9347.3,Gaz_naturel,443.4,196.3,227.7,49.3,276.5,196.1,0.0,0.0,1.7,moyenne,insuffisante,tres_bonne,0.66,VRAI,34.53095264748685,1.0,1.0,1750.8,88.9,0.37,0.37,102.3,Electricite,335.8,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,A,appartement,2.5,1696.1,72.9,601.4,697.6,12.8,1025.3,1445.6,0.0,0.0,1.8,2568.1,110.5,1383.2,1604.5,29.5,1445.6,1025.3,0.0,0.0,4.2,99.3,4.3,47.5,55.1,0.9,66.5,47.2,0.0,0.0,0.1,0.0,80.7,0.0,Reseau_Chauffage_urbain,275.3,174.4,202.4,44.2,113.8,80.7,0.0,0.0,6.3,bonne,tres_bonne,bonne,0.65,FAUX,76.0,1.0,1.0,1836.0,23.3,0.8,0.8,0.0,Electricite,1.0,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,5049.2,68.9,2501.7,2902.0,137.5,2327.6,3281.9,0.0,0.0,45.8,5335.1,72.8,2501.7,2902.0,316.1,3281.9,2327.6,0.0,0.0,105.4,1111.0,15.2,567.9,658.7,9.5,745.0,528.4,0.0,0.0,2.9,360.8,335.7,0.0,Gaz_naturel,776.5,360.8,418.5,50.1,473.3,335.7,0.0,0.0,16.7,bonne,tres_bonne,tres_bonne,0.53,FAUX,19.0,1.0,1.0,1243.6,73.3,0.65,0.65,0.0,Electricite,12.4,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,6268.7,93.3,2866.0,3324.6,49.7,3037.3,4282.6,0.0,0.0,13.2,6743.7,100.4,2866.0,3324.6,114.3,4282.6,3037.3,0.0,0.0,30.5,1364.3,20.3,650.6,754.7,3.4,972.1,689.5,0.0,0.0,0.8,318.7,337.8,0.0,Gaz_naturel,762.5,318.7,369.7,171.3,476.3,337.8,0.0,0.0,45.7,moyenne,tres_bonne,tres_bonne,0.67,FAUX,81.0,1.0,1.0,4589.7,67.2,0.81,0.81,0.0,Electricite,4.3,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,7995.8,88.4,5439.0,6309.2,54.8,2229.5,3143.6,0.0,0.0,18.3,8421.3,93.2,5439.0,6309.2,126.0,3143.6,2229.5,0.0,0.0,42.0,1762.6,19.5,1234.7,1432.2,3.8,713.6,506.1,0.0,0.0,1.2,604.9,247.9,0.0,Gaz_naturel,947.8,604.9,701.6,188.8,349.6,247.9,0.0,0.0,62.9,bonne,tres_bonne,bonne,0.58,FAUX,13.0,1.0,1.0,765.8,90.4,0.8,0.8,0.0,Electricite,4.9,tres_bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,4801.6,96.0,2902.5,3366.9,322.5,1426.6,2011.5,0.0,0.0,150.0,5415.9,108.0,2902.5,2902.5,741.8,1426.6,1426.6,0.0,0.0,345.0,1040.5,20.0,676.3,676.3,22.3,332.4,332.4,0.0,0.0,9.6,228.4,112.3,1040.5,Electricite,477.8,228.4,228.4,93.5,112.3,112.3,0.0,0.0,43.5,moyenne,moyenne,tres_bonne,0.84,VRAI,32.0,1.0,1.0,1952.0,50.0,0.64,0.64,112.3,Reseau_Chauffage_urbain,1040.5,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3744.6,97.7,1494.9,1734.1,21.1,2123.4,2994.0,0.0,0.0,9.9,3908.9,102.0,1494.9,1734.1,48.6,2994.0,2123.4,0.0,0.0,22.7,829.8,21.6,339.3,393.6,1.5,679.6,482.0,0.0,0.0,0.6,166.2,236.1,0.0,Gaz_naturel,439.0,166.3,192.9,72.9,333.0,236.1,0.0,0.0,34.0,moyenne,tres_bonne,bonne,0.79,FAUX,76.0,1.0,1.0,4164.6,38.3,0.81,0.81,0.0,Electricite,2.1,bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,2130.0,18.3,1328.0,1540.5,204.3,481.0,678.2,0.0,0.0,29.2,4899.0,42.0,3054.4,3543.1,469.8,1559.9,1106.3,0.0,0.0,67.1,157.7,1.4,104.9,121.7,14.1,44.1,31.3,0.0,0.0,1.9,379.0,137.0,21.6,Electricite,607.0,379.0,439.6,58.0,193.2,137.0,0.0,0.0,8.0,tres_bonne,tres_bonne,tres_bonne,0.4,FAUX,1.0,1.0,1.0,116.6,116.6,0.75,0.75,74.2,Electricite,219.6,tres_bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,2092.7,20.3,1263.0,1465.1,192.5,553.0,779.7,0.0,0.0,0.0,4813.2,46.6,2904.9,3369.7,442.7,1793.4,1271.9,0.0,0.0,0.0,154.4,1.5,99.8,115.7,13.3,50.7,35.9,0.0,0.0,0.0,268.0,117.0,18.7,Electricite,444.0,268.0,310.9,41.0,165.0,117.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.29,FAUX,1.0,1.0,1.0,103.2,103.2,0.53,0.53,74.2,Electricite,219.6,tres_bonne
RE2020,1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,2639.0,61.0,1239.6,1437.9,79.6,1228.8,1732.6,0.0,0.0,91.0,3030.8,70.0,1409.6,1409.6,183.1,1228.8,1228.8,0.0,0.0,209.3,552.3,12.0,262.0,262.0,5.5,278.9,278.9,0.0,0.0,5.8,207.5,177.2,552.3,Electricite,446.9,207.5,207.5,29.0,177.2,177.2,0.0,0.0,33.1,moyenne,tres_bonne,tres_bonne,0.7,FAUX,130.0,1.0,1.0,5650.3,42.9,0.82,0.82,177.2,Electricite,552.3,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3410.7,78.0,1871.8,2171.3,31.6,1348.2,1900.9,0.0,0.0,4.2,3695.7,84.5,1891.3,2194.0,72.6,1925.7,1365.7,0.0,0.0,9.7,739.2,16.9,422.7,490.3,2.2,428.4,303.9,0.0,0.0,0.3,267.8,192.5,0.0,Gaz_naturel,540.1,273.2,317.0,86.7,278.3,197.4,0.0,0.0,11.6,bonne,tres_bonne,bonne,0.63,FAUX,23.0,1.0,1.0,1287.3,43.8,0.66,0.66,4.9,Electricite,2.4,bonne
RE2020,1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,4060.8,65.0,1902.3,2206.7,133.4,1907.4,2689.4,0.0,0.0,117.7,4428.5,71.0,1924.7,1924.7,306.8,1926.3,1926.3,0.0,0.0,270.7,876.6,14.0,429.3,429.3,9.2,430.6,430.6,0.0,0.0,7.5,278.1,278.3,876.6,Gaz_naturel,647.8,278.1,278.1,48.6,278.3,278.3,0.0,0.0,42.9,bonne,tres_bonne,tres_bonne,0.64,VRAI,18.0,1.0,1.0,1032.7,62.1,0.48,0.48,278.3,Gaz_naturel,876.6,insuffisante
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,1453.0,63.8,122.0,141.6,18.1,1178.4,1661.6,57.2,66.9,1.4,1810.0,79.5,280.7,325.6,41.5,1661.6,1178.4,131.6,153.9,3.2,287.2,12.6,9.6,11.2,1.2,377.2,267.5,3.7,4.3,0.1,0.0,81.1,0.0,Gaz_naturel,147.4,22.4,26.0,49.6,114.4,81.1,10.5,12.3,7.6,insuffisante,tres_bonne,tres_bonne,0.87,FAUX,137.0,1.0,1.0,3305.0,22.8,0.74,0.74,0.0,Electricite,1.3,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,3093.9,23.9,2158.1,2503.4,272.8,660.8,931.7,0.0,0.0,2.3,7116.0,54.9,4963.6,5757.8,627.4,1519.7,2142.8,0.0,0.0,5.3,259.8,2.0,181.3,210.3,22.9,55.5,78.3,0.0,0.0,0.1,694.1,212.5,271.4,Electricite,995.1,694.1,805.2,87.7,299.7,212.5,0.0,0.0,0.7,tres_bonne,tres_bonne,tres_bonne,0.28,FAUX,34.53095264748685,1.0,1.0,1750.8,129.6,0.87,0.87,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,6551.0,67.7,4322.9,5014.6,72.6,1852.8,2612.4,0.0,0.0,12.8,7119.3,73.6,4378.2,5078.8,167.0,2647.7,1877.8,0.0,0.0,29.5,1417.5,14.7,975.0,1131.0,5.0,588.6,417.5,0.0,0.0,0.8,617.3,264.4,0.0,Gaz_naturel,1040.9,632.8,734.0,199.4,382.7,271.4,0.0,0.0,35.2,bonne,tres_bonne,tres_bonne,0.56,FAUX,13.0,1.0,1.0,892.5,96.7,0.59,0.59,7.0,Electricite,5.8,bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1578.0,17.7,779.4,904.1,161.9,604.3,852.1,0.0,0.0,0.0,3629.4,40.8,1792.6,2079.4,372.4,1959.9,1390.0,0.0,0.0,0.0,114.1,1.3,61.6,71.4,11.2,55.4,39.3,0.0,0.0,0.0,243.7,189.0,11.2,Electricite,493.4,243.7,282.7,50.6,266.4,189.0,0.0,0.0,0.0,bonne,tres_bonne,bonne,0.49,FAUX,1.0,1.0,1.0,267.0,89.0,0.5,0.5,74.2,Electricite,219.6,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,5494.7,70.3,3362.3,3900.3,42.1,1935.2,2728.6,0.0,0.0,0.0,5750.9,73.5,3362.3,3900.3,96.9,2728.6,1935.2,0.0,0.0,0.0,1215.9,15.5,763.2,885.4,2.9,619.4,439.3,0.0,0.0,0.0,373.9,215.2,0.0,Gaz_naturel,646.3,373.9,433.7,145.3,303.4,215.2,0.0,0.0,0.0,bonne,tres_bonne,bonne,0.53,FAUX,5.0,1.0,1.0,293.9,78.2,0.81,0.81,0.0,Electricite,2.9,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1792.6,23.1,1108.0,1285.3,39.1,477.8,673.7,0.0,0.0,5.2,4123.1,53.1,2548.4,2956.1,89.9,1549.5,1098.9,0.0,0.0,12.0,132.6,1.7,87.5,101.5,2.7,43.8,31.1,0.0,0.0,0.3,293.1,126.4,3.0,Electricite,474.2,293.1,340.0,147.8,178.2,126.4,0.0,0.0,19.7,moyenne,tres_bonne,bonne,0.71,FAUX,26.0,1.0,1.0,1476.8,77.7,0.82,0.82,74.2,Electricite,219.6,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_immeuble,B,A,immeuble,2.5,15772.8,31.7,4710.0,5463.6,3067.1,1807.0,2547.9,1588.0,1858.0,0.0,36277.4,72.9,10833.0,12566.3,7054.4,5860.1,4156.1,3652.4,4273.3,0.0,1097.3,2.2,372.1,431.6,211.6,165.6,117.5,101.6,118.9,0.0,892.0,342.0,506.1,Electricite,2988.0,892.0,1034.7,581.0,482.2,342.0,301.0,352.2,0.0,bonne,bonne,bonne,0.45,FAUX,1.0,1.0,1.0,497.9,497.9,0.3,0.3,74.2,Electricite,219.6,tres_bonne
